issue,title,auditBucket,suggestedOwnerArea,reviewScope,implementationState,matchCount,matchedFiles,searchTerms,suggestedNextStep,issueUrl
AV-EFI/AVefi-Issues#223,"Barrierefreiheit: Als Benutzer*in mit Sehbeeinträchtigung möchte ich, dass die Anwendung Barrierefreiheitsfunktionen unterstützt, wie Bildschirmlesegeräte, Tastaturnavigation und alternative Texte für Bilder, um eine inklusive Benutzererfahrung sicherzuste",implemented_candidate,Accessibility/QA,true,implemented_but_untested,20,.\components\detail\FavouritesListComp.vue; .\components\detail\WorksMultiView.vue; .\components\detail\WorkVariantTopLevelComp.vue; .\components\global\CompareViewEditor.vue; .\components\global\ExportDataComp.vue; .\components\global\Footer.vue; .\components\search\QueryAutocompleteCore.vue; .\components\search\SearchListFlatComp.vue; .\components\search\SearchListViewComp.vue; .\components\search\SearchTableViewComp.vue,barrierefreiheit; accessibility; a11y; sehbeeintrachtigung; anwendung; barrierefreiheitsfunktionen; unterstutzt; bildschirmlesegerate; tastaturnavigation; alternative; texte; bilder; inklusive; benutzererfahrung; sicherzuste,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/223
AV-EFI/AVefi-Issues#25,Filmrecherche:Als Benutzer*in möchte ich nach der filmhaltenden Institution filtern können  (User Story ID 44),implemented_candidate,Product/domain decision,true,implemented_but_untested,20,.\composables\poc\usePocApi.ts; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\models\interfaces\detail-layout-map.ts; .\models\interfaces\schema\locale_messages.json; .\models\interfaces\schema\vocab.yaml; .\models\interfaces\search-layout-map.ts; .\pages\index.vue; .\scripts\image-manifest.mjs; .\server\api\elastic\normdata\[field].get.ts,filmhaltenden; filtern; nach,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/25
AV-EFI/AVefi-Issues#26,"Filmidentifikatorenansicht & Redaktionssystem:: Als MA einer filmhaltenden Institution möchte ich eine Nutzerverwaltung nutzen, um die Rechte der Nutzenden zu verwalten  (User Story ID 8)",implemented_candidate,Product/domain decision,true,implemented_but_untested,17,.\i18n\locales\de.ts; .\models\interfaces\schema\locale_messages.json; .\models\interfaces\schema\model.yaml; .\models\interfaces\schema\vocab.yaml; .\nuxt.config.ts; .\scripts\github-project-classify.mjs; .\server\assets\vocab\locale_messages.json,filmidentifikatorenansicht; redaktionssystem; filmhaltenden; nutzerverwaltung; nutzen; rechte; nutzenden; verwalten; filmidentifikatorenansicht redaktionssystem,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/26
AV-EFI/AVefi-Issues#27,"Hilfe, Feedback & Kommunikation: Als Benutzer*in möchte ich Feedback zu Suchergebnissen (z. B. Relevanz, Genauigkeit) geben können  (User Story ID 35)",implemented_candidate,Frontend/UI,true,implemented_but_untested,20,.\components\micro\ContactForm.vue; .\composables\poc\usePocApi.ts; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\models\interfaces\schema\locale_messages.json; .\models\interfaces\schema\vocab.yaml; .\pages\accessibility.vue,hilfe; feedback; kommunikation; suchergebnissen; relevanz; genauigkeit; geben; hilfe feedback kommunikation,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/27
AV-EFI/AVefi-Issues#28,Filmidentifikatorenansicht & Redaktionssystem:: Als MA einer filmhaltenden Institution möchte ich einen existierenden Film unsichtbar machen / entfernen  (User Story ID 11),implemented_candidate,Product/domain decision,true,implemented,12,.\i18n\locales\de.ts; .\models\interfaces\detail-layout-map.ts; .\RELEASE_NOTES.md; .\scripts\github-project-classify.mjs; .\tests\unit\components\clickable-facet-value.spec.ts; .\tests\unit\components\instant-search-template.spec.ts,filmidentifikatorenansicht; redaktionssystem; filmhaltenden; existierenden; unsichtbar; machen; entfernen; filmidentifikatorenansicht redaktionssystem,Review evidence and acceptance criteria; candidate for keep/close decision batch.,https://github.com/AV-EFI/AVefi-Issues/issues/28
AV-EFI/AVefi-Issues#224,Filmrecherche: Als Benutzer*in möchte ich gezielt nach Filmen suchen können  (User Story ID 2),implemented_candidate,Frontend/UI,true,implemented_but_untested,20,.\composables\poc\usePocApi.ts; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\models\interfaces\detail-layout-map.ts; .\models\interfaces\schema\locale_messages.json; .\models\interfaces\schema\vocab.yaml,gezielt; filmen; suchen; nach,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/224
AV-EFI/AVefi-Issues#56,"Als Benutzer*in möchte ich direkt sehen, ob ein Exemplar online verfügbar ist",implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\app.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\ManifestationListComp.vue; .\components\detail\WorksMultiView.vue; .\components\poc\GraphView.vue; .\components\search\SearchResultManifestation.vue; .\i18n\locales\de.ts,direkt; exemplar; online; verfugbar,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/56
AV-EFI/AVefi-Issues#57,Filmrecherche: Als Benutzer*in möchte ich gezielt nach Filmen suchen können  (User Story ID 2),implemented_candidate,Frontend/UI,true,implemented_but_untested,20,.\composables\poc\usePocApi.ts; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\models\interfaces\detail-layout-map.ts; .\models\interfaces\schema\locale_messages.json; .\models\interfaces\schema\vocab.yaml,gezielt; filmen; suchen; nach,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/57
AV-EFI/AVefi-Issues#64,Facetten finalisieren (Filmrecherche),implemented_candidate,Frontend/UI,true,implemented_but_untested,4,.\i18n\locales\de.ts; .\i18n\locales\en.ts,facetten; finalisieren,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/64
AV-EFI/AVefi-Issues#65,Sortierung in der Suche,backend_or_data_needed,Backend/API/indexing,false,blocked_external,0,,sortierung; suche; search,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/65
AV-EFI/AVefi-Issues#66,Trefferlisten-Preview verbessern,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,5,.\i18n\locales\de.ts; .\nuxt.config.ts,trefferlisten-preview; verbessern,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/66
AV-EFI/AVefi-Issues#149,LIC-01: Rechte- und Lizenzinformationen global sichtbar machen,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\app.vue; .\assets\scss\slider_tailwind.scss; .\components\detail\InstitutionListComp.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\KeyValueComp.vue; .\components\detail\KeyValueListComp.vue; .\components\detail\ManifestationListComp.vue; .\components\detail\WorksMultiView.vue; .\components\global\ActionContextComp.vue; .\components\global\ComparisonDrawer.vue; .\components\global\ContactDrawer.vue; .\components\global\FacetDrawer.vue; .\components\global\GlossaryTextComp.vue,lic-01; rechte-; lizenzinformationen; global; sichtbar; machen; userstory; lizenzen; epic lizenzen,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/149
AV-EFI/AVefi-Issues#126,NC-08: Navigation zwischen Manifestationen im Split-View,domain_logic_needed,Product/domain decision,false,blocked_external,0,,nc-08; navigation; zwischen; manifestationen; split-view; userstory; epic navigation,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/126
AV-EFI/AVefi-Issues#127,NC-09: URL-Struktur für Navigation vereinheitlichen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,nc-09; url-struktur; navigation; vereinheitlichen; userstory; backend; epic navigation,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/127
AV-EFI/AVefi-Issues#128,NC-10: Navigation zwischen Suchtrefferliste und Detailansicht optimieren,qa_or_acceptance_needed,Accessibility/QA,true,partial,20,.\components\detail\InstitutionListComp.vue; .\components\detail\PaginationComp.vue; .\components\global\BreadcrumbsComp.vue; .\components\global\ComparisonDrawer.vue; .\components\global\NavBar.vue; .\components\input\VueSlider.vue; .\components\search\SearchListViewComp.vue; .\components\views\CompilationViewCompAVefi.vue; .\components\views\WorkViewCompAVefi.vue; .\i18n\locales\de.ts,nc-10; navigation; zwischen; suchtrefferliste; detailansicht; optimieren; userstory; epic navigation,Review matched implementation and define remaining acceptance criteria.,https://github.com/AV-EFI/AVefi-Issues/issues/128
AV-EFI/AVefi-Issues#129,RD-01: Rollen- & Rechteverwaltung für redaktionelle Funktionen implementieren,domain_logic_needed,Product/domain decision,false,blocked_external,0,,rd-01; rollen-; rechteverwaltung; redaktionelle; funktionen; implementieren; userstory; backend; redaktion; edit; editor; epic redaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/129
AV-EFI/AVefi-Issues#130,RD-02: Änderungs- und Versionshistorie für alle redaktionellen Eingriffe,domain_logic_needed,Product/domain decision,false,blocked_external,0,,rd-02; anderungs-; versionshistorie; redaktionellen; eingriffe; userstory; backend; redaktion; edit; editor; alle; epic redaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/130
AV-EFI/AVefi-Issues#131,RD-03: Konflikt-Handling bei paralleler Bearbeitung,domain_logic_needed,Product/domain decision,false,blocked_external,0,,rd-03; konflikt-handling; paralleler; bearbeitung; userstory; backend; unscharf; redaktion; edit; editor; epic redaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/131
AV-EFI/AVefi-Issues#132,"RD-04: Redaktionsmodus für Werk-, Manifestations- und Item-Metadaten",domain_logic_needed,Product/domain decision,false,blocked_external,0,,rd-04; redaktionsmodus; werk-; manifestations-; item-metadaten; userstory; redaktion; edit; editor; epic redaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/132
AV-EFI/AVefi-Issues#133,RD-05: Validierungslogik für Pflicht- und Qualitätsfelder,domain_logic_needed,Product/domain decision,false,blocked_external,0,,rd-05; validierungslogik; pflicht-; qualitatsfelder; userstory; backend; redaktion; edit; editor; datenqualitat; epic redaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/133
AV-EFI/AVefi-Issues#136,BR-01: Benutzerverwaltung – Rollen müssen definierbar und zuweisbar sein,domain_logic_needed,Product/domain decision,false,blocked_external,0,,br-01; benutzerverwaltung; rollen; mussen; definierbar; zuweisbar; userstory; backend; benutzerrollenredaktion; sein; epic benutzerrollenredaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/136
AV-EFI/AVefi-Issues#138,BR-03: Redakteure müssen Metadatensätze bearbeiten können (Werk/Manifestation/Item),domain_logic_needed,Product/domain decision,false,blocked_external,0,,br-03; redakteure; mussen; metadatensatze; bearbeiten; manifestation; userstory; backend; unscharf; werk; item; epic benutzerrollenredaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/138
AV-EFI/AVefi-Issues#139,BR-04: Änderungen an Metadaten müssen revisionssicher gespeichert werden,domain_logic_needed,Product/domain decision,false,blocked_external,0,,br-04; anderungen; metadaten; mussen; revisionssicher; gespeichert; werden; userstory; backend; benutzerrollenredaktion; epic benutzerrollenredaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/139
AV-EFI/AVefi-Issues#140,BR-05: Redaktioneller Freigabeprozess (Review → Approve → Publish),domain_logic_needed,Product/domain decision,false,blocked_external,0,,br-05; redaktioneller; freigabeprozess; review; approve; publish; userstory; backend; unscharf; epic benutzerrollenredaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/140
AV-EFI/AVefi-Issues#141,BR-06: Nutzerprofil – Basisdaten einsehen & bearbeiten,domain_logic_needed,Product/domain decision,false,blocked_external,0,,br-06; nutzerprofil; basisdaten; einsehen; bearbeiten; userstory; benutzerrollenredaktion; epic benutzerrollenredaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/141
AV-EFI/AVefi-Issues#143,BR-08: Aktivitätslog für redaktionelle Aktionen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,br-08; aktivitatslog; redaktionelle; aktionen; userstory; backend; benutzerrollenredaktion; epic benutzerrollenredaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/143
AV-EFI/AVefi-Issues#144,BR-09: Zugriff auf interne Funktionen muss klar geregelt und geprüft sein,domain_logic_needed,Product/domain decision,false,blocked_external,0,,br-09; zugriff; interne; funktionen; geregelt; gepruft; userstory; backend; technical-blocker; muss; klar; sein; epic benutzerrollenredaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/144
AV-EFI/AVefi-Issues#134,RD-06: Redaktions-Dashboard für offene Aufgaben und Qualitätsprobleme,duplicate_candidate,Product/domain decision,false,blocked_external,0,,rd-06; redaktions-dashboard; offene; aufgaben; qualitatsprobleme; userstory; redaktion; edit; editor; epic redaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/134
AV-EFI/AVefi-Issues#145,RECS-01: Ähnliche Filme algorithmisch bestimmen (Basislogik),domain_logic_needed,Product/domain decision,false,blocked_external,0,,recs-01; ahnliche; algorithmisch; bestimmen; basislogik; userstory; backend; unscharf; recommendations; epic recommendations,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/145
AV-EFI/AVefi-Issues#146,RECS-02: Ähnliche Filme in der Werkansicht anzeigen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,recs-02; ahnliche; werkansicht; userstory; recommendations; epic recommendations,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/146
AV-EFI/AVefi-Issues#147,RECS-03: Ähnlichkeitskriterien transparent darstellen,backend_or_data_needed,Backend/API/indexing,false,blocked_external,0,,recs-03; ahnlichkeitskriterien; transparent; darstellen; userstory; backend; unscharf; recommendations; b l o c k e d; epic recommendations,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/147
AV-EFI/AVefi-Issues#148,RECS-04: API-Endpoint für Recommendations bereitstellen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,recs-04; api-endpoint; recommendations; bereitstellen; userstory; backend; epic recommendations,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/148
AV-EFI/AVefi-Issues#150,"EXPORT-01: Exportfunktionen für Werk-, Manifestations- und Item-Daten definieren und vereinheitlichen",domain_logic_needed,Product/domain decision,false,blocked_external,0,,export-01; exportfunktionen; werk-; manifestations-; item-daten; definieren; vereinheitlichen; userstory; backend; unscharf; epic exporte,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/150
AV-EFI/AVefi-Issues#151,DQ-09: Harmonisierung von Genre „Dokumentation“ / „Documentary“,domain_logic_needed,Product/domain decision,false,blocked_external,0,,dq-09; harmonisierung; genre; dokumentation; documentary; userstory; backend; unscharf; datenqualitat; epic datenqualitat,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/151
AV-EFI/AVefi-Issues#153,BR-10: Bereitstellung GWDG Keycloak,domain_logic_needed,Product/domain decision,false,blocked_external,0,,br-10; bereitstellung; keycloak; userstory; backend; technical-blocker; benutzerrollenredaktion; gwdg; epic benutzerrollenredaktion,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/153
AV-EFI/AVefi-Issues#154,FI-05: Match & Merge um Backend bereitstellen,needs_clarification,Product/domain decision,false,blocked_external,0,,fi-05; match; merge; backend; bereitstellen; filmidentifikatorenansicht; redaktionssystem; filmidentifikatoren; filmidentifikatorenansicht redaktionssystem; epic filmidentifikatoren,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/154
AV-EFI/AVefi-Issues#93,FI-01: Duplikate von Filmen erkennen und anzeigen,duplicate_candidate,Product/domain decision,false,blocked_external,0,,fi-01; duplikate; filmen; erkennen; userstory; backend; unscharf; filmidentifikatoren; epic filmidentifikatoren,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/93
AV-EFI/AVefi-Issues#94,DQ-01: Vollständigkeitsindikator auf Werk-Ebene anzeigen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,dq-01; vollstandigkeitsindikator; werk-ebene; userstory; datenqualitat; epic datenqualitat,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/94
AV-EFI/AVefi-Issues#95,DQ-02: Vollständigkeitsindikator auf Manifestationsebene anzeigen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,dq-02; vollstandigkeitsindikator; manifestationsebene; userstory; datenqualitat; epic datenqualitat,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/95
AV-EFI/AVefi-Issues#96,DQ-03: Vollständigkeitsindikator auf Item-Ebene anzeigen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,dq-03; vollstandigkeitsindikator; item-ebene; userstory; datenqualitat; epic datenqualitat,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/96
AV-EFI/AVefi-Issues#97,"DQ-04: Fehlende Felder pro Ebene anzeigen (Werk, Manifestation, Item)",implemented_candidate,Product/domain decision,true,implemented_but_untested,20,.\app.vue; .\assets\scss\_colors.generated.scss; .\assets\scss\_variables.scss; .\assets\scss\main.scss; .\components\detail\AVefiRefinementListComp.vue,dq-04; fehlende; felder; ebene; manifestation; userstory; datenqualitat; werk; item; epic datenqualitat,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/97
AV-EFI/AVefi-Issues#98,DQ-05: Einheitliches Farbsystem für Datenvollständigkeit definieren,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\components\global\Footer.vue; .\composables\useMatomoTracking.ts; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\nuxt.config.ts; .\pages\accessibility.vue; .\pages\index.vue; .\RELEASE_NOTES.md,dq-05; einheitliches; farbsystem; datenvollstandigkeit; definieren; userstory; unscharf; accessibility; epic datenqualitat,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/98
AV-EFI/AVefi-Issues#99,DQ-06: Fehlende Pflichtfelder beim Import/Sync erkennen und markieren,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\app.vue; .\assets\scss\main.scss; .\assets\scss\slider_tailwind.scss; .\assets\scss\tailwind.css; .\assets\scss\vs.css; .\components\detail\FavouritesListComp.vue; .\components\detail\FilmRelatedMaterialsComp.vue; .\components\detail\GenericKVView.vue; .\components\detail\HasAgentComp.vue,dq-06; fehlende; pflichtfelder; import; erkennen; markieren; userstory; backend; unscharf; datenqualitat; beim; sync; epic datenqualitat,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/99
AV-EFI/AVefi-Issues#101,DQ-08: Datenqualität als Facetten-Filter anbieten,implemented_candidate,Product/domain decision,true,implemented_but_untested,20,.\app.vue; .\components\detail\AVefiRefinementListComp.vue; .\components\detail\GenericKVView.vue; .\components\detail\HasEventComp.vue; .\components\detail\InstitutionListComp.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\KeyActionRowsComp.vue,dq-08; datenqualitat; facetten-filter; anbieten; unscharf; search,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/101
AV-EFI/AVefi-Issues#102,HS-01: Herkunft und Herausgeber eines Film-Metadatensatzes klar anzeigen,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\components\detail\MergeToolListComp.vue; .\i18n\locales\de.ts; .\models\interfaces\detail-layout-map.ts; .\models\interfaces\schema\locale_messages.json; .\models\interfaces\schema\vocab.yaml; .\pages\compare.vue; .\scripts\github-project-classify.mjs; .\server\assets\vocab\locale_messages.json,hs-01; herkunft; herausgeber; film-metadatensatzes; userstory; eines; klar; epic herausgeber,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/102
AV-EFI/AVefi-Issues#104,HS-02: Übersicht aller Datenquellen (Herausgeber) bereitstellen,implemented_candidate,Product/domain decision,true,implemented,20,.\composables\useSearchFacetToggle.ts; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\models\interfaces\detail-layout-map.ts; .\models\interfaces\schema\locale_messages.json; .\models\interfaces\schema\vocab.yaml; .\nuxt.config.ts; .\server\assets\vocab\locale_messages.json; .\tests\unit\api\outbound\elastic-suggestions.api.spec.ts; .\tests\unit\components\instant-search-template.spec.ts,hs-02; ubersicht; aller; datenquellen; herausgeber; bereitstellen; userstory; unscharf; epic herausgeber,Review evidence and acceptance criteria; candidate for keep/close decision batch.,https://github.com/AV-EFI/AVefi-Issues/issues/104
AV-EFI/AVefi-Issues#105,HS-03: Filter nach herausgebender Institution ermöglichen,implemented_candidate,Product/domain decision,true,implemented_but_untested,20,.\app.vue; .\assets\scss\main.scss; .\components\detail\AVefiRefinementListComp.vue; .\components\detail\FilmRelatedMaterialsComp.vue; .\components\detail\GenericKVView.vue; .\components\detail\HasEventComp.vue,hs-03; filter; herausgebender; ermoglichen; userstory; search; herausgeber; nach; epic herausgeber,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/105
AV-EFI/AVefi-Issues#106,HS-04: Herausgeber-Badge in Trefferliste anzeigen,implemented_candidate,Product/domain decision,true,implemented_but_untested,5,.\i18n\locales\de.ts; .\models\interfaces\detail-layout-map.ts; .\models\interfaces\schema\locale_messages.json; .\models\interfaces\schema\vocab.yaml; .\server\assets\vocab\locale_messages.json,hs-04; herausgeber-badge; trefferliste; userstory; herausgeber; epic herausgeber,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/106
AV-EFI/AVefi-Issues#107,HS-05: Herausgeber-Informationen müssen mehrsprachig dargestellt werden,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\app.vue; .\components\detail\AVefiRefinementListComp.vue; .\components\detail\FavouritesListComp.vue; .\components\detail\FilmRelatedMaterialsComp.vue; .\components\detail\GenericKVView.vue; .\components\detail\HasAgentComp.vue; .\components\detail\HasEventComp.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\KeyActionRowsComp.vue,hs-05; herausgeber-informationen; mussen; mehrsprachig; i18n; locale; language; dargestellt; werden; userstory; herausgeber; epic herausgeber,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/107
AV-EFI/AVefi-Issues#108,LG-01: Oberfläche vollständig mehrsprachig darstellen (Frontend),implemented_candidate,Accessibility/QA,true,implemented_but_untested,20,.\app.vue; .\components\detail\AVefiRefinementListComp.vue; .\components\detail\FavouritesListComp.vue; .\components\detail\FilmRelatedMaterialsComp.vue; .\components\detail\GenericKVView.vue; .\components\detail\HasAgentComp.vue; .\components\detail\HasEventComp.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\KeyActionRowsComp.vue,lg-01; oberflache; vollstandig; mehrsprachig; i18n; locale; language; darstellen; userstory; mehrsprachigkeit; epic mehrsprachigkeit,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/108
AV-EFI/AVefi-Issues#109,LG-02: Mehrsprachige Anzeige von Titeln und Metadaten,implemented_candidate,Product/domain decision,true,implemented_but_untested,20,.\app.vue; .\i18n\locales\de.ts; .\models\interfaces\detail-layout-map.ts; .\models\interfaces\search-layout-map.ts; .\pages\compare.vue; .\pages\faq.vue; .\pages\filmrel\[prefix]\[id].vue; .\pages\index.vue; .\pages\normdata.vue; .\pages\res\[prefix]\[id].vue,lg-02; mehrsprachige; anzeige; titeln; metadaten; userstory; mehrsprachigkeit; epic mehrsprachigkeit,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/109
AV-EFI/AVefi-Issues#111,"LG-04: Mehrsprachige Tooltips, Hinweise und Glossar-Integration",implemented_candidate,Accessibility/QA,true,implemented_but_untested,20,.\components\detail\GenericKVView.vue; .\components\global\TooltipInfo.vue; .\components\poc\GraphView.vue; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\pages\admin\user_tooltips.vue; .\pages\faq.vue,lg-04; mehrsprachige; tooltips; hinweise; glossar-integration; userstory; mehrsprachigkeit; epic mehrsprachigkeit,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/111
AV-EFI/AVefi-Issues#112,LG-05: Sprachabhängige Darstellung von exemplarischen Datenquellen,implemented_candidate,Product/domain decision,true,implemented_but_untested,3,.\i18n\locales\de.ts,lg-05; sprachabhangige; darstellung; exemplarischen; datenquellen; userstory; unscharf; mehrsprachigkeit; epic mehrsprachigkeit,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/112
AV-EFI/AVefi-Issues#119,NC-01: Rücksprung zur Suche muss ursprünglichen Zustand herstellen,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\app.vue; .\components\detail\AVefiRefinementListComp.vue; .\components\detail\GenericKVView.vue; .\components\detail\HasEventComp.vue; .\components\detail\InstitutionListComp.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\KeyActionRowsComp.vue,nc-01; rucksprung; suche; search; ursprunglichen; zustand; herstellen; userstory; navigation; muss; epic navigation,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/119
AV-EFI/AVefi-Issues#120,NC-02: Breadcrumb zwischen Werk → Manifestation → Item,implemented_candidate,Product/domain decision,true,implemented_but_untested,20,.\app.vue; .\assets\scss\_colors.generated.scss; .\assets\scss\_variables.scss; .\assets\scss\main.scss; .\components\detail\AVefiRefinementListComp.vue,nc-02; breadcrumb; zwischen; manifestation; userstory; navigation; werk; item; epic navigation,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/120
AV-EFI/AVefi-Issues#121,NC-03: Seitenwechsel darf Filter & Scrollposition nicht verlieren,domain_logic_needed,Product/domain decision,false,blocked_external,0,,nc-03; seitenwechsel; filter; scrollposition; nicht; verlieren; userstory; navigation; darf; epic navigation,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/121
AV-EFI/AVefi-Issues#122,NC-04: Tektonik-Navigation muss stabil und konsistent funktionieren,domain_logic_needed,Product/domain decision,false,blocked_external,0,,nc-04; tektonik-navigation; stabil; konsistent; funktionieren; userstory; unscharf; navigation; muss; epic navigation,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/122
AV-EFI/AVefi-Issues#123,NC-05: Persistent Tabs auf Werk- und Manifestationsebene,domain_logic_needed,Product/domain decision,false,blocked_external,0,,nc-05; persistent; werk-; manifestationsebene; userstory; navigation; tabs; epic navigation,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/123
